cliente_id,sector_industrial,antiguedad_meses,licencias_contratadas,tipo_soporte,metodo_pago,churn
CLI-1463,Educación / EdTech,24,18,Básico,PayPal Business,0
CLI-1464,Fintech & Banca,10,34,Básico,PayPal Business,0
CLI-1465,Educación / EdTech,7,15,Básico,Tarjeta de Crédito,0
CLI-1466,Fintech & Banca,15,59,Premium,PayPal Business,0
CLI-1467,Salud & Pharma,10,13,Básico,Transferencia Bancaria (ACH),0
CLI-1468,Manufactura Avanzada,6,47,Básico,Transferencia Bancaria (ACH),0
CLI-1469,Logística y Distribución,6,17,Básico,Transferencia Bancaria (ACH),1
CLI-1470,Educación / EdTech,4,19,Básico,PayPal Business,0
CLI-1471,Manufactura Avanzada,21,38,Básico,Tarjeta de Crédito,0
CLI-1472,Fintech & Banca,13,48,Básico,PayPal Business,1
CLI-1473,Educación / EdTech,9,23,Básico,Transferencia Bancaria (ACH),0
CLI-1474,Salud & Pharma,3,19,Premium,Tarjeta de Crédito,0
CLI-1475,Fintech & Banca,6,38,Premium,Tarjeta de Crédito,0
CLI-1476,Retail y Comercio,8,12,Básico,Transferencia Bancaria (ACH),0
CLI-1477,Salud & Pharma,18,21,Premium,Tarjeta de Crédito,0
CLI-1478,Educación / EdTech,3,15,Premium,Tarjeta de Crédito,0
CLI-1479,Salud & Pharma,11,14,Premium,Transferencia Bancaria (ACH),0
CLI-1480,Fintech & Banca,22,43,Básico,Transferencia Bancaria (ACH),0
CLI-1481,Logística y Distribución,13,16,Básico,Transferencia Bancaria (ACH),0
CLI-1482,Entretenimiento & Medios,3,11,Básico,Tarjeta de Crédito,0
CLI-1483,Fintech & Banca,6,33,Premium,Transferencia Bancaria (ACH),0
CLI-1484,Entretenimiento & Medios,3,21,Básico,Tarjeta de Crédito,1
CLI-1485,Salud & Pharma,6,16,Básico,PayPal Business,0
CLI-1486,Salud & Pharma,10,7,Básico,Transferencia Bancaria (ACH),0
CLI-1487,Logística y Distribución,32,14,Básico,PayPal Business,1
CLI-1488,Retail y Comercio,4,20,Premium,Tarjeta de Crédito,0
CLI-1489,Entretenimiento & Medios,3,8,Básico,PayPal Business,1
CLI-1490,Educación / EdTech,5,8,Premium,Tarjeta de Crédito,0
CLI-1491,Fintech & Banca,4,29,Básico,Tarjeta de Crédito,0
CLI-1492,Retail y Comercio,36,16,Básico,Transferencia Bancaria (ACH),1
CLI-1493,Salud & Pharma,27,10,Premium,PayPal Business,0
CLI-1494,Fintech & Banca,6,41,Premium,Tarjeta de Crédito,0
CLI-1495,Retail y Comercio,5,24,Premium,Transferencia Bancaria (ACH),0
CLI-1496,Manufactura Avanzada,36,40,Premium,PayPal Business,0
CLI-1497,Salud & Pharma,33,11,Básico,PayPal Business,0
CLI-1498,Retail y Comercio,9,9,Básico,Transferencia Bancaria (ACH),0
CLI-1499,Fintech & Banca,14,45,Básico,Tarjeta de Crédito,0
CLI-1500,Entretenimiento & Medios,8,9,Básico,Transferencia Bancaria (ACH),1
CLI-1501,Fintech & Banca,25,49,Básico,PayPal Business,0
CLI-1502,Fintech & Banca,14,55,Básico,PayPal Business,1
CLI-1503,Manufactura Avanzada,9,33,Básico,Tarjeta de Crédito,1
CLI-1504,Educación / EdTech,46,14,Premium,PayPal Business,0
CLI-1505,Salud & Pharma,9,18,Básico,PayPal Business,0
CLI-1506,Manufactura Avanzada,23,38,Básico,PayPal Business,1
CLI-1507,Logística y Distribución,48,22,Básico,PayPal Business,1
CLI-1508,Entretenimiento & Medios,16,11,Básico,Tarjeta de Crédito,1
CLI-1509,Logística y Distribución,5,16,Premium,Transferencia Bancaria (ACH),0
CLI-1510,Logística y Distribución,4,20,Básico,PayPal Business,1
CLI-1511,Educación / EdTech,8,6,Básico,Tarjeta de Crédito,1
CLI-1512,Educación / EdTech,15,22,Premium,PayPal Business,1
CLI-1513,Salud & Pharma,9,13,Básico,PayPal Business,1
CLI-1514,Manufactura Avanzada,7,35,Básico,Transferencia Bancaria (ACH),0
CLI-1515,Educación / EdTech,15,9,Premium,Tarjeta de Crédito,0
CLI-1516,Logística y Distribución,6,23,Básico,PayPal Business,0
CLI-1517,Logística y Distribución,25,13,Premium,Transferencia Bancaria (ACH),0
CLI-1518,Logística y Distribución,3,19,Premium,Transferencia Bancaria (ACH),1
CLI-1519,Fintech & Banca,8,41,Básico,Transferencia Bancaria (ACH),0
CLI-1520,Fintech & Banca,9,33,Básico,Transferencia Bancaria (ACH),0
CLI-1521,Retail y Comercio,5,11,Premium,Tarjeta de Crédito,1
CLI-1522,Salud & Pharma,3,13,Básico,Tarjeta de Crédito,0
CLI-1523,Salud & Pharma,4,17,Básico,Transferencia Bancaria (ACH),1
CLI-1524,Logística y Distribución,48,13,Básico,PayPal Business,1
CLI-1525,Logística y Distribución,21,21,Básico,PayPal Business,0
CLI-1526,Fintech & Banca,13,41,Básico,Tarjeta de Crédito,0
CLI-1527,Logística y Distribución,5,13,Básico,PayPal Business,0
CLI-1528,Retail y Comercio,22,18,Básico,PayPal Business,0
CLI-1529,Retail y Comercio,45,18,Premium,Transferencia Bancaria (ACH),0
CLI-1530,Logística y Distribución,3,24,Básico,Tarjeta de Crédito,0
CLI-1531,Entretenimiento & Medios,11,19,Premium,Transferencia Bancaria (ACH),0
CLI-1532,Educación / EdTech,10,10,Básico,Transferencia Bancaria (ACH),0
CLI-1533,Logística y Distribución,48,11,Básico,Tarjeta de Crédito,0
CLI-1534,Logística y Distribución,36,5,Básico,Tarjeta de Crédito,0
CLI-1535,Educación / EdTech,23,11,Básico,PayPal Business,1
CLI-1536,Retail y Comercio,29,21,Básico,Transferencia Bancaria (ACH),0
CLI-1537,Retail y Comercio,25,15,Premium,PayPal Business,0
CLI-1538,Entretenimiento & Medios,25,18,Premium,Transferencia Bancaria (ACH),0
CLI-1539,Salud & Pharma,10,14,Premium,Transferencia Bancaria (ACH),0
CLI-1540,Retail y Comercio,11,11,Premium,Transferencia Bancaria (ACH),0
CLI-1541,Salud & Pharma,9,8,Premium,Transferencia Bancaria (ACH),0
CLI-1542,Entretenimiento & Medios,14,17,Básico,Tarjeta de Crédito,1
CLI-1543,Educación / EdTech,7,14,Básico,PayPal Business,1
CLI-1544,Entretenimiento & Medios,48,24,Premium,Tarjeta de Crédito,0
CLI-1545,Manufactura Avanzada,47,29,Premium,Transferencia Bancaria (ACH),0
CLI-1546,Educación / EdTech,13,5,Premium,Transferencia Bancaria (ACH),0
CLI-1547,Salud & Pharma,7,8,Básico,Transferencia Bancaria (ACH),0
CLI-1548,Entretenimiento & Medios,3,14,Básico,PayPal Business,0
CLI-1549,Educación / EdTech,48,19,Premium,Tarjeta de Crédito,0
CLI-1550,Salud & Pharma,14,7,Básico,Tarjeta de Crédito,0
CLI-1551,Salud & Pharma,21,24,Premium,Tarjeta de Crédito,0
CLI-1552,Educación / EdTech,48,18,Básico,Transferencia Bancaria (ACH),1
CLI-1553,Entretenimiento & Medios,8,11,Premium,PayPal Business,0
CLI-1554,Educación / EdTech,4,16,Básico,PayPal Business,0
CLI-1555,Fintech & Banca,26,20,Básico,PayPal Business,0
CLI-1556,Manufactura Avanzada,29,58,Básico,PayPal Business,0
CLI-1557,Manufactura Avanzada,31,41,Premium,Tarjeta de Crédito,0
CLI-1558,Educación / EdTech,5,14,Básico,Tarjeta de Crédito,0
CLI-1559,Educación / EdTech,5,16,Básico,PayPal Business,0
CLI-1560,Fintech & Banca,6,62,Básico,PayPal Business,0
CLI-1561,Manufactura Avanzada,3,47,Premium,Tarjeta de Crédito,1
CLI-1562,Fintech & Banca,18,17,Básico,PayPal Business,0
CLI-1563,Entretenimiento & Medios,45,16,Básico,Transferencia Bancaria (ACH),0
CLI-1564,Logística y Distribución,7,16,Básico,Transferencia Bancaria (ACH),0
CLI-1565,Retail y Comercio,21,12,Básico,Transferencia Bancaria (ACH),1
CLI-1566,Fintech & Banca,14,31,Básico,PayPal Business,0
CLI-1567,Salud & Pharma,5,23,Premium,Tarjeta de Crédito,1
CLI-1568,Salud & Pharma,21,6,Premium,PayPal Business,0
CLI-1569,Entretenimiento & Medios,23,7,Premium,Transferencia Bancaria (ACH),0
CLI-1570,Logística y Distribución,16,17,Básico,Transferencia Bancaria (ACH),0
CLI-1571,Logística y Distribución,12,5,Básico,Tarjeta de Crédito,0
CLI-1572,Logística y Distribución,6,17,Premium,PayPal Business,0
CLI-1573,Entretenimiento & Medios,5,14,Premium,Tarjeta de Crédito,0
CLI-1574,Manufactura Avanzada,11,30,Básico,PayPal Business,0
CLI-1575,Manufactura Avanzada,14,46,Premium,PayPal Business,0
CLI-1576,Educación / EdTech,12,13,Básico,Transferencia Bancaria (ACH),0
CLI-1577,Retail y Comercio,21,14,Básico,Tarjeta de Crédito,0
CLI-1578,Entretenimiento & Medios,38,11,Básico,Transferencia Bancaria (ACH),0
CLI-1579,Entretenimiento & Medios,14,14,Básico,PayPal Business,0
CLI-1580,Educación / EdTech,48,25,Básico,PayPal Business,0
CLI-1581,Salud & Pharma,16,14,Básico,Tarjeta de Crédito,1
CLI-1582,Educación / EdTech,4,5,Básico,Tarjeta de Crédito,1
CLI-1583,Retail y Comercio,28,10,Básico,PayPal Business,0
CLI-1584,Retail y Comercio,23,11,Básico,PayPal Business,0
CLI-1585,Educación / EdTech,15,22,Básico,Tarjeta de Crédito,1
CLI-1586,Fintech & Banca,10,37,Básico,Transferencia Bancaria (ACH),1
CLI-1587,Educación / EdTech,11,25,Básico,PayPal Business,0
CLI-1588,Logística y Distribución,8,26,Básico,Transferencia Bancaria (ACH),0
CLI-1589,Fintech & Banca,9,42,Premium,Tarjeta de Crédito,0
CLI-1590,Salud & Pharma,48,13,Premium,Tarjeta de Crédito,0
CLI-1591,Entretenimiento & Medios,15,8,Básico,Tarjeta de Crédito,0
CLI-1592,Logística y Distribución,11,20,Básico,Transferencia Bancaria (ACH),1
CLI-1593,Educación / EdTech,22,9,Premium,PayPal Business,0
CLI-1594,Entretenimiento & Medios,3,8,Básico,Transferencia Bancaria (ACH),1
CLI-1595,Manufactura Avanzada,37,51,Básico,PayPal Business,1
CLI-1596,Salud & Pharma,8,28,Premium,Tarjeta de Crédito,0
CLI-1597,Logística y Distribución,14,9,Básico,PayPal Business,0
CLI-1598,Entretenimiento & Medios,48,15,Básico,PayPal Business,0
CLI-1599,Manufactura Avanzada,15,42,Premium,Tarjeta de Crédito,0
CLI-1600,Fintech & Banca,15,33,Básico,PayPal Business,0
CLI-1601,Logística y Distribución,15,11,Premium,Transferencia Bancaria (ACH),0
CLI-1602,Manufactura Avanzada,17,57,Premium,Transferencia Bancaria (ACH),0
CLI-1603,Salud & Pharma,16,12,Básico,Transferencia Bancaria (ACH),0
CLI-1604,Educación / EdTech,36,10,Premium,Tarjeta de Crédito,0
CLI-1605,Retail y Comercio,18,9,Premium,Transferencia Bancaria (ACH),0
CLI-1606,Fintech & Banca,11,33,Básico,Tarjeta de Crédito,0
CLI-1607,Educación / EdTech,16,14,Básico,PayPal Business,0
CLI-1608,Entretenimiento & Medios,5,13,Premium,PayPal Business,0
CLI-1609,Retail y Comercio,6,13,Premium,PayPal Business,0
CLI-1610,Manufactura Avanzada,10,35,Básico,PayPal Business,0
CLI-1611,Fintech & Banca,3,39,Premium,PayPal Business,0
CLI-1612,Educación / EdTech,33,11,Básico,Transferencia Bancaria (ACH),0
CLI-1613,Fintech & Banca,13,37,Premium,PayPal Business,0
CLI-1614,Fintech & Banca,5,49,Premium,PayPal Business,0
CLI-1615,Educación / EdTech,22,16,Básico,Transferencia Bancaria (ACH),0
CLI-1616,Entretenimiento & Medios,41,17,Básico,Transferencia Bancaria (ACH),0
CLI-1617,Manufactura Avanzada,8,52,Premium,PayPal Business,0
CLI-1618,Educación / EdTech,6,19,Premium,Transferencia Bancaria (ACH),0
CLI-1619,Entretenimiento & Medios,21,14,Básico,PayPal Business,0
CLI-1620,Entretenimiento & Medios,8,11,Premium,Transferencia Bancaria (ACH),0
CLI-1621,Manufactura Avanzada,17,54,Básico,Tarjeta de Crédito,1
CLI-1622,Fintech & Banca,31,34,Básico,Tarjeta de Crédito,0
CLI-1623,Fintech & Banca,44,31,Premium,Transferencia Bancaria (ACH),0
CLI-1624,Fintech & Banca,10,26,Básico,Transferencia Bancaria (ACH),0
CLI-1625,Fintech & Banca,11,29,Básico,Tarjeta de Crédito,0
CLI-1626,Retail y Comercio,7,19,Básico,Tarjeta de Crédito,0
CLI-1627,Logística y Distribución,5,8,Básico,Transferencia Bancaria (ACH),0
CLI-1628,Logística y Distribución,15,5,Premium,PayPal Business,0
CLI-1629,Educación / EdTech,5,25,Básico,PayPal Business,0
CLI-1630,Educación / EdTech,19,21,Básico,PayPal Business,0
CLI-1631,Fintech & Banca,12,36,Básico,PayPal Business,0
CLI-1632,Entretenimiento & Medios,48,15,Básico,PayPal Business,0
CLI-1633,Educación / EdTech,12,16,Básico,Tarjeta de Crédito,0
CLI-1634,Salud & Pharma,25,17,Premium,Transferencia Bancaria (ACH),0
CLI-1635,Educación / EdTech,11,5,Premium,Transferencia Bancaria (ACH),0
CLI-1636,Logística y Distribución,19,11,Básico,Tarjeta de Crédito,0
CLI-1637,Fintech & Banca,30,30,Básico,PayPal Business,0
CLI-1638,Entretenimiento & Medios,10,14,Premium,Transferencia Bancaria (ACH),0
CLI-1639,Educación / EdTech,6,16,Básico,PayPal Business,0
CLI-1640,Retail y Comercio,48,22,Básico,PayPal Business,0
CLI-1641,Manufactura Avanzada,7,53,Básico,Tarjeta de Crédito,0
CLI-1642,Fintech & Banca,5,38,Básico,Transferencia Bancaria (ACH),1
CLI-1643,Educación / EdTech,7,14,Básico,Tarjeta de Crédito,1
CLI-1644,Fintech & Banca,5,58,Básico,PayPal Business,0
CLI-1645,Salud & Pharma,42,7,Premium,Tarjeta de Crédito,0
CLI-1646,Manufactura Avanzada,11,39,Premium,Transferencia Bancaria (ACH),0
CLI-1647,Manufactura Avanzada,48,28,Básico,Transferencia Bancaria (ACH),1
CLI-1648,Salud & Pharma,3,20,Básico,PayPal Business,0
CLI-1649,Logística y Distribución,23,14,Básico,Tarjeta de Crédito,0
CLI-1650,Manufactura Avanzada,10,26,Básico,Tarjeta de Crédito,0
CLI-1651,Educación / EdTech,24,14,Básico,PayPal Business,0
CLI-1652,Retail y Comercio,12,20,Básico,Transferencia Bancaria (ACH),0
CLI-1653,Manufactura Avanzada,33,36,Básico,Transferencia Bancaria (ACH),1
CLI-1654,Educación / EdTech,39,19,Premium,Transferencia Bancaria (ACH),0
CLI-1655,Fintech & Banca,12,19,Premium,PayPal Business,0
CLI-1656,Manufactura Avanzada,5,35,Básico,Tarjeta de Crédito,1
CLI-1657,Manufactura Avanzada,7,31,Premium,Transferencia Bancaria (ACH),0
CLI-1658,Fintech & Banca,3,21,Básico,Tarjeta de Crédito,0
CLI-1659,Retail y Comercio,4,13,Básico,Transferencia Bancaria (ACH),1
CLI-1660,Entretenimiento & Medios,7,7,Básico,PayPal Business,0
CLI-1661,Manufactura Avanzada,4,38,Básico,PayPal Business,1
CLI-1662,Educación / EdTech,36,17,Básico,Transferencia Bancaria (ACH),0
CLI-1663,Educación / EdTech,26,13,Básico,PayPal Business,0
CLI-1664,Fintech & Banca,11,40,Premium,Tarjeta de Crédito,0
CLI-1665,Retail y Comercio,21,26,Básico,Transferencia Bancaria (ACH),0
CLI-1666,Logística y Distribución,5,28,Premium,Transferencia Bancaria (ACH),1
CLI-1667,Educación / EdTech,29,30,Básico,Transferencia Bancaria (ACH),1
CLI-1668,Manufactura Avanzada,13,39,Premium,Transferencia Bancaria (ACH),0
CLI-1669,Manufactura Avanzada,13,55,Básico,Transferencia Bancaria (ACH),0
CLI-1670,Retail y Comercio,9,11,Básico,PayPal Business,1
CLI-1671,Manufactura Avanzada,10,38,Premium,Tarjeta de Crédito,0
CLI-1672,Fintech & Banca,15,58,Básico,PayPal Business,0
CLI-1673,Educación / EdTech,26,10,Básico,Tarjeta de Crédito,0
CLI-1674,Educación / EdTech,7,10,Básico,Tarjeta de Crédito,0
CLI-1675,Salud & Pharma,17,5,Premium,Tarjeta de Crédito,0
CLI-1676,Entretenimiento & Medios,14,18,Premium,PayPal Business,0
CLI-1677,Educación / EdTech,5,21,Básico,Transferencia Bancaria (ACH),0
CLI-1678,Logística y Distribución,20,16,Básico,PayPal Business,0
CLI-1679,Logística y Distribución,4,5,Premium,Transferencia Bancaria (ACH),0
CLI-1680,Logística y Distribución,6,9,Premium,Tarjeta de Crédito,1
CLI-1681,Fintech & Banca,47,30,Premium,Transferencia Bancaria (ACH),0
CLI-1682,Manufactura Avanzada,48,25,Básico,Tarjeta de Crédito,0
CLI-1683,Salud & Pharma,8,26,Básico,Transferencia Bancaria (ACH),0
CLI-1684,Salud & Pharma,21,16,Básico,Transferencia Bancaria (ACH),0
CLI-1685,Salud & Pharma,3,5,Básico,PayPal Business,1
CLI-1686,Logística y Distribución,12,7,Básico,PayPal Business,0
CLI-1687,Logística y Distribución,5,7,Básico,PayPal Business,0
CLI-1688,Educación / EdTech,48,5,Básico,Tarjeta de Crédito,0
CLI-1689,Manufactura Avanzada,19,49,Básico,Tarjeta de Crédito,0
CLI-1690,Educación / EdTech,18,24,Básico,Transferencia Bancaria (ACH),0
CLI-1691,Retail y Comercio,15,10,Premium,Transferencia Bancaria (ACH),0
CLI-1692,Entretenimiento & Medios,3,19,Premium,PayPal Business,1
CLI-1693,Fintech & Banca,11,34,Premium,PayPal Business,0
CLI-1694,Educación / EdTech,4,12,Básico,Transferencia Bancaria (ACH),0
CLI-1695,Entretenimiento & Medios,8,19,Básico,PayPal Business,0
CLI-1696,Educación / EdTech,7,28,Básico,Tarjeta de Crédito,0
CLI-1697,Entretenimiento & Medios,6,24,Básico,PayPal Business,0
CLI-1698,Logística y Distribución,9,10,Básico,PayPal Business,0
CLI-1699,Fintech & Banca,48,26,Básico,Tarjeta de Crédito,1
CLI-1700,Manufactura Avanzada,24,29,Premium,PayPal Business,0
CLI-1701,Manufactura Avanzada,29,56,Básico,Tarjeta de Crédito,0
CLI-1702,Educación / EdTech,3,8,Premium,PayPal Business,0
CLI-1703,Retail y Comercio,3,5,Premium,Tarjeta de Crédito,0
CLI-1704,Educación / EdTech,23,9,Básico,PayPal Business,1
CLI-1705,Fintech & Banca,26,34,Premium,Tarjeta de Crédito,0
CLI-1706,Retail y Comercio,19,5,Premium,Tarjeta de Crédito,1
CLI-1707,Educación / EdTech,6,21,Premium,PayPal Business,0
CLI-1708,Entretenimiento & Medios,5,24,Premium,PayPal Business,0
CLI-1709,Manufactura Avanzada,14,37,Básico,Tarjeta de Crédito,0
CLI-1710,Logística y Distribución,15,5,Premium,Transferencia Bancaria (ACH),1
CLI-1711,Educación / EdTech,14,16,Básico,PayPal Business,0
CLI-1712,Retail y Comercio,6,28,Básico,Transferencia Bancaria (ACH),1
CLI-1713,Educación / EdTech,8,15,Básico,Tarjeta de Crédito,1
CLI-1714,Manufactura Avanzada,7,23,Básico,Tarjeta de Crédito,0
CLI-1715,Retail y Comercio,5,11,Premium,Transferencia Bancaria (ACH),0
CLI-1716,Manufactura Avanzada,26,43,Premium,PayPal Business,0
CLI-1717,Manufactura Avanzada,4,52,Básico,Tarjeta de Crédito,0
CLI-1718,Retail y Comercio,17,17,Básico,Transferencia Bancaria (ACH),0
CLI-1719,Fintech & Banca,13,41,Básico,Tarjeta de Crédito,0
CLI-1720,Entretenimiento & Medios,10,13,Básico,Tarjeta de Crédito,0
CLI-1721,Educación / EdTech,14,17,Premium,Transferencia Bancaria (ACH),0
CLI-1722,Retail y Comercio,5,10,Básico,Tarjeta de Crédito,0
CLI-1723,Retail y Comercio,5,15,Básico,Transferencia Bancaria (ACH),0
CLI-1724,Retail y Comercio,4,21,Básico,Transferencia Bancaria (ACH),0
CLI-1725,Logística y Distribución,31,17,Básico,Tarjeta de Crédito,0
CLI-1726,Logística y Distribución,4,21,Básico,Transferencia Bancaria (ACH),0
CLI-1727,Fintech & Banca,7,35,Básico,PayPal Business,1
CLI-1728,Educación / EdTech,43,11,Básico,PayPal Business,1
CLI-1729,Logística y Distribución,28,11,Premium,Tarjeta de Crédito,0
CLI-1730,Educación / EdTech,7,17,Básico,Tarjeta de Crédito,0
CLI-1731,Manufactura Avanzada,8,43,Básico,Transferencia Bancaria (ACH),0
CLI-1732,Fintech & Banca,19,38,Premium,Tarjeta de Crédito,0
CLI-1733,Manufactura Avanzada,28,55,Básico,PayPal Business,0
CLI-1734,Entretenimiento & Medios,17,22,Premium,Tarjeta de Crédito,0
CLI-1735,Fintech & Banca,36,33,Básico,PayPal Business,0
CLI-1736,Retail y Comercio,27,14,Premium,Tarjeta de Crédito,0
CLI-1737,Manufactura Avanzada,11,38,Básico,Tarjeta de Crédito,0
CLI-1738,Manufactura Avanzada,39,32,Básico,Tarjeta de Crédito,0
CLI-1739,Entretenimiento & Medios,8,10,Premium,PayPal Business,0
CLI-1740,Entretenimiento & Medios,9,15,Básico,PayPal Business,1
CLI-1741,Fintech & Banca,9,53,Premium,Tarjeta de Crédito,0
CLI-1742,Manufactura Avanzada,7,55,Básico,PayPal Business,0
CLI-1743,Fintech & Banca,4,36,Básico,PayPal Business,0
CLI-1744,Retail y Comercio,31,15,Premium,Tarjeta de Crédito,0
CLI-1745,Salud & Pharma,11,10,Premium,Tarjeta de Crédito,0
CLI-1746,Retail y Comercio,27,14,Básico,Tarjeta de Crédito,1
CLI-1747,Fintech & Banca,10,43,Básico,PayPal Business,0
CLI-1748,Retail y Comercio,4,5,Premium,Transferencia Bancaria (ACH),0
CLI-1749,Salud & Pharma,27,13,Básico,Tarjeta de Crédito,1
CLI-1750,Educación / EdTech,14,22,Básico,Transferencia Bancaria (ACH),1
CLI-1751,Manufactura Avanzada,22,24,Básico,PayPal Business,0
CLI-1752,Entretenimiento & Medios,5,17,Básico,PayPal Business,1
CLI-1753,Manufactura Avanzada,15,41,Premium,PayPal Business,0
CLI-1754,Educación / EdTech,8,11,Básico,Transferencia Bancaria (ACH),0
CLI-1755,Educación / EdTech,15,19,Básico,Tarjeta de Crédito,0
CLI-1756,Salud & Pharma,21,23,Premium,Tarjeta de Crédito,0
CLI-1757,Retail y Comercio,6,9,Básico,Transferencia Bancaria (ACH),0
CLI-1758,Salud & Pharma,18,12,Premium,PayPal Business,1
CLI-1759,Fintech & Banca,48,26,Básico,Transferencia Bancaria (ACH),1
CLI-1760,Logística y Distribución,26,17,Básico,PayPal Business,0
CLI-1761,Fintech & Banca,16,48,Premium,Tarjeta de Crédito,0
CLI-1762,Retail y Comercio,3,20,Premium,PayPal Business,0
CLI-1763,Logística y Distribución,29,20,Básico,PayPal Business,0
CLI-1764,Entretenimiento & Medios,47,6,Básico,Transferencia Bancaria (ACH),0
CLI-1765,Salud & Pharma,15,18,Básico,PayPal Business,0
CLI-1766,Fintech & Banca,6,30,Básico,PayPal Business,1
CLI-1767,Entretenimiento & Medios,37,12,Premium,Transferencia Bancaria (ACH),1
CLI-1768,Logística y Distribución,12,12,Premium,Tarjeta de Crédito,0
CLI-1769,Fintech & Banca,5,25,Básico,Tarjeta de Crédito,0
CLI-1770,Logística y Distribución,19,19,Básico,PayPal Business,1
CLI-1771,Fintech & Banca,22,33,Básico,Transferencia Bancaria (ACH),0
CLI-1772,Manufactura Avanzada,48,17,Básico,Transferencia Bancaria (ACH),0
CLI-1773,Manufactura Avanzada,7,50,Básico,PayPal Business,1
CLI-1774,Educación / EdTech,37,5,Básico,PayPal Business,0
CLI-1775,Retail y Comercio,34,16,Premium,Tarjeta de Crédito,0
CLI-1776,Manufactura Avanzada,5,31,Premium,Transferencia Bancaria (ACH),0
CLI-1777,Fintech & Banca,11,41,Básico,Tarjeta de Crédito,0
CLI-1778,Manufactura Avanzada,5,44,Básico,Tarjeta de Crédito,0
CLI-1779,Entretenimiento & Medios,4,23,Básico,Tarjeta de Crédito,0
CLI-1780,Manufactura Avanzada,4,35,Básico,Transferencia Bancaria (ACH),1
CLI-1781,Educación / EdTech,6,23,Básico,Transferencia Bancaria (ACH),0
CLI-1782,Manufactura Avanzada,18,24,Premium,PayPal Business,0
CLI-1783,Salud & Pharma,16,20,Básico,Transferencia Bancaria (ACH),1
CLI-1784,Logística y Distribución,28,14,Premium,Tarjeta de Crédito,0
CLI-1785,Manufactura Avanzada,5,53,Premium,PayPal Business,0
CLI-1786,Fintech & Banca,48,54,Premium,PayPal Business,0
CLI-1787,Salud & Pharma,6,13,Premium,PayPal Business,0
CLI-1788,Entretenimiento & Medios,36,15,Básico,PayPal Business,0
CLI-1789,Logística y Distribución,16,5,Básico,Tarjeta de Crédito,0
CLI-1790,Fintech & Banca,23,16,Premium,PayPal Business,0
CLI-1791,Logística y Distribución,42,15,Premium,PayPal Business,0
CLI-1792,Manufactura Avanzada,7,38,Básico,Transferencia Bancaria (ACH),0
CLI-1793,Logística y Distribución,7,16,Premium,PayPal Business,0
CLI-1794,Fintech & Banca,7,48,Premium,Transferencia Bancaria (ACH),0
CLI-1795,Salud & Pharma,3,23,Básico,Transferencia Bancaria (ACH),0
CLI-1796,Educación / EdTech,27,6,Básico,PayPal Business,0
CLI-1797,Salud & Pharma,17,24,Básico,Tarjeta de Crédito,0
CLI-1798,Entretenimiento & Medios,3,5,Premium,Tarjeta de Crédito,0
CLI-1799,Logística y Distribución,7,10,Premium,Transferencia Bancaria (ACH),0
CLI-1800,Manufactura Avanzada,48,29,Premium,Transferencia Bancaria (ACH),0
CLI-1801,Logística y Distribución,12,12,Premium,PayPal Business,0
CLI-1802,Logística y Distribución,48,16,Básico,PayPal Business,0
CLI-1803,Manufactura Avanzada,7,36,Premium,Tarjeta de Crédito,0
CLI-1804,Fintech & Banca,9,34,Básico,PayPal Business,0
CLI-1805,Salud & Pharma,8,15,Básico,Transferencia Bancaria (ACH),1
CLI-1806,Salud & Pharma,5,15,Premium,PayPal Business,0
CLI-1807,Retail y Comercio,27,12,Básico,PayPal Business,0
CLI-1808,Retail y Comercio,4,13,Básico,PayPal Business,1
CLI-1809,Educación / EdTech,39,22,Básico,Transferencia Bancaria (ACH),0
CLI-1810,Salud & Pharma,20,14,Premium,PayPal Business,0
CLI-1811,Salud & Pharma,5,23,Básico,Tarjeta de Crédito,1
CLI-1812,Manufactura Avanzada,9,23,Básico,Transferencia Bancaria (ACH),0
CLI-1813,Retail y Comercio,48,23,Básico,PayPal Business,0
CLI-1814,Educación / EdTech,25,14,Básico,Transferencia Bancaria (ACH),0
CLI-1815,Entretenimiento & Medios,33,25,Básico,PayPal Business,1
CLI-1816,Fintech & Banca,10,22,Básico,Transferencia Bancaria (ACH),0
CLI-1817,Fintech & Banca,4,31,Premium,Tarjeta de Crédito,1
CLI-1818,Salud & Pharma,8,10,Básico,Transferencia Bancaria (ACH),0
CLI-1819,Manufactura Avanzada,5,36,Premium,PayPal Business,0
CLI-1820,Logística y Distribución,5,21,Básico,Tarjeta de Crédito,1
CLI-1821,Educación / EdTech,3,7,Básico,Tarjeta de Crédito,0
CLI-1822,Entretenimiento & Medios,3,28,Básico,Tarjeta de Crédito,0
CLI-1823,Manufactura Avanzada,20,60,Básico,Transferencia Bancaria (ACH),1
CLI-1824,Retail y Comercio,26,12,Básico,Tarjeta de Crédito,0
CLI-1825,Manufactura Avanzada,6,47,Premium,Tarjeta de Crédito,0
CLI-1826,Salud & Pharma,10,7,Básico,PayPal Business,0
CLI-1827,Retail y Comercio,31,11,Básico,PayPal Business,0
CLI-1828,Logística y Distribución,6,26,Básico,Tarjeta de Crédito,0
CLI-1829,Salud & Pharma,9,14,Básico,Tarjeta de Crédito,0
CLI-1830,Educación / EdTech,14,16,Premium,PayPal Business,0
CLI-1831,Logística y Distribución,25,25,Básico,PayPal Business,0
